index,Components,RMSE,MAE,R^2
277,"['7', '8', '9', '10', '11', '12', '13', '14', '15']",7.179741396079725,4.894165095677961,0.08432595058580972
278,"['8', '9', '10', '11', '12', '13', '14', '15']",7.230544269418864,4.94607269801133,0.07132173475562797
279,"['9', '10', '11', '12', '13', '14', '15']",7.260349331104575,4.961107116345231,0.06364973650387762
280,"['10', '11', '12', '13', '14', '15']",7.286005791811645,5.071169368671368,0.05702033635151749
281,"['11', '12', '13', '14', '15']",7.3164440778952695,4.926285715495163,0.04912502572689481
282,"['12', '13', '14', '15']",7.400679415203425,4.875912733785457,0.02710384729396853
283,"['13', '14', '15']",7.429729654105395,4.9140243501334275,0.01945094548331583
284,"['14', '15']",7.4477489802007435,5.011332206111356,0.014688925839741462
285,['15'],7.468131293231419,5.179223198716941,0.009288529199041662
286,"['15', '16']",7.404475249165975,5.00996781747751,0.026105587778807338
287,"['15', '16', '17']",7.334835074765795,4.9750923397104545,0.04433867944007286
288,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",6.859040677974309,4.34939066434455,0.16430065938334582
289,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",6.868202589445079,4.630008212319922,0.16206661023288493
290,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",6.8973413311078255,4.773002408231508,0.15494156752135757
291,"['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",6.9088325470523015,4.708394290474267,0.1521234271123828
292,"['4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",6.9529838768698555,4.483372223967609,0.1412519830782002
293,"['5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",6.9887853068721375,4.606895054349072,0.13238570057848453
294,"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",7.010997542539369,4.76744121676434,0.12686191420273285
295,"['7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",7.111672436297925,4.799580416011609,0.10160610470360432
296,"['8', '9', '10', '11', '12', '13', '14', '15', '16']",7.178682560346884,4.826678205833914,0.08459600959138369
297,"['9', '10', '11', '12', '13', '14', '15', '16']",7.230405320205737,4.716518805958805,0.07135742719302263
298,"['10', '11', '12', '13', '14', '15', '16']",7.227403052194981,4.934179229638796,0.07212846420442287
299,"['11', '12', '13', '14', '15', '16']",7.2768644381026,5.152180454551401,0.05938506218371753
300,"['12', '13', '14', '15', '16']",7.312869350532684,4.888681523779333,0.05005397109114307
301,"['13', '14', '15', '16']",7.38276945275296,5.029704702762398,0.03180705048018728
302,"['14', '15', '16']",7.405974353440186,4.944058681353385,0.025711200055443473
303,"['15', '16']",7.414213587222063,4.961733082207842,0.023542178642383615
304,['16'],7.449250314885481,5.05663108079009,0.014291643172626878
305,"['16', '17']",7.374753859009624,4.9296522548961415,0.033908275087138895
306,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",6.843342612463435,4.602600606627018,0.16812155832591746
307,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",6.883371763411524,4.515133190750197,0.15836118840164815
308,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",6.878974268252219,4.540025217862672,0.15943621979268197
309,"['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",6.897323405908138,4.640767682606195,0.1549459598866877
310,"['4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",6.960647455275581,4.325674706903002,0.13935791580879264
311,"['5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",7.042180972270095,4.512010260805137,0.11907757512204575
312,"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",7.043928733001433,4.730657296318297,0.11864025813593726
313,"['7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",7.1054779699105906,4.82900784819739,0.10317047572051097
314,"['8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",7.192513940539044,4.781707532351859,0.08106513941692595
315,"['9', '10', '11', '12', '13', '14', '15', '16', '17']",7.207757595016459,4.837635344471877,0.07716587146661635
316,"['10', '11', '12', '13', '14', '15', '16', '17']",7.193780782082619,4.818853699795374,0.0807414007660967
317,"['11', '12', '13', '14', '15', '16', '17']",7.232401161776025,4.897806147330397,0.07084468159354496
318,"['12', '13', '14', '15', '16', '17']",7.251248722875224,5.021936913878868,0.06599563362407213
319,"['13', '14', '15', '16', '17']",7.290131246396451,5.0209779619849355,0.055952173289143814
320,"['14', '15', '16', '17']",7.315611710447356,4.9203540874022185,0.0493413691706015
321,"['15', '16', '17']",7.355553705399568,5.173418859268586,0.03893216160410973
322,"['16', '17']",7.379007892445352,5.1823021382590015,0.032793398057337164
323,['17'],7.466423213506357,4.922498436726033,0.009741660134252705
